iteration,throughput (img/s),loss,top1-accuracy,top5-accuracy
200730,418.5,1.845,0.672,0.898
200740,418.5,1.887,0.695,0.875
200750,418.5,1.902,0.668,0.875
200760,418.5,1.940,0.723,0.855
200770,418.5,1.939,0.688,0.855
200780,418.5,1.969,0.664,0.875
200790,418.5,2.034,0.668,0.855
200800,418.5,1.919,0.676,0.891
200810,418.5,2.013,0.645,0.855
200820,418.5,1.927,0.684,0.844
200830,418.5,2.085,0.688,0.844
200840,418.5,1.853,0.699,0.895
200850,418.5,2.049,0.652,0.852
200860,418.5,2.000,0.684,0.855
200870,418.5,2.094,0.660,0.848
200880,418.5,2.208,0.613,0.852
200890,418.5,2.054,0.637,0.855
200900,418.5,2.178,0.621,0.840
200910,418.5,2.128,0.660,0.871
200920,418.5,1.892,0.695,0.891
200930,418.5,1.916,0.664,0.867
200940,418.5,1.936,0.660,0.875
200950,418.5,1.956,0.695,0.867
200960,418.5,1.952,0.648,0.875
200970,418.5,2.073,0.645,0.844
200980,418.5,2.093,0.633,0.816
200990,418.5,1.950,0.676,0.883
201000,418.5,2.051,0.656,0.848
201010,418.5,1.857,0.723,0.902
201020,418.5,1.890,0.703,0.879
201030,418.5,1.919,0.676,0.867
201040,418.5,2.150,0.664,0.824
201050,418.5,2.086,0.641,0.859
201060,418.5,1.796,0.691,0.906
201070,418.5,2.107,0.652,0.844
201080,418.5,1.799,0.699,0.891
201090,418.5,1.766,0.699,0.906
201100,418.5,2.078,0.680,0.875
201110,418.5,1.773,0.715,0.898
201120,418.5,2.001,0.676,0.844
201130,418.5,2.130,0.664,0.812
201140,418.5,1.999,0.652,0.879
201150,418.5,2.192,0.613,0.832
201160,418.5,1.948,0.680,0.867
201170,418.5,1.906,0.676,0.855
201180,418.5,2.016,0.691,0.855
201190,418.5,2.023,0.656,0.855
201200,418.5,1.721,0.746,0.895
201210,418.5,1.945,0.672,0.863
201220,418.5,2.019,0.695,0.871
201230,418.5,2.028,0.684,0.867
201240,418.5,2.138,0.629,0.844
201250,418.5,2.052,0.625,0.852
201260,418.5,2.200,0.645,0.844
201270,418.5,2.002,0.691,0.828
201280,418.5,2.252,0.637,0.828
201290,418.5,2.228,0.637,0.832
201300,418.5,1.950,0.668,0.863
201310,418.5,1.974,0.672,0.855
201320,418.5,2.189,0.621,0.836
201330,418.5,1.943,0.672,0.863
201340,418.5,2.151,0.652,0.836
201350,418.5,1.862,0.676,0.879
201360,418.5,1.840,0.680,0.898
201370,418.5,1.923,0.680,0.895
201380,418.5,2.053,0.637,0.859
201390,418.5,1.596,0.766,0.910
201400,418.5,2.143,0.637,0.809
201410,418.5,2.172,0.688,0.840
201420,418.5,1.866,0.695,0.891
201430,418.5,1.829,0.719,0.871
201440,418.5,1.914,0.672,0.871
201450,418.5,2.023,0.672,0.852
201460,418.5,1.937,0.688,0.863
201470,418.5,2.173,0.648,0.848
201480,418.5,2.255,0.629,0.816
201490,418.5,2.096,0.684,0.812
201500,418.5,1.717,0.715,0.906
201510,418.5,1.925,0.703,0.879
201520,418.5,1.980,0.672,0.844
201530,418.5,1.871,0.699,0.875
201540,418.5,1.945,0.648,0.875
201550,418.5,1.899,0.684,0.871
201560,418.5,2.044,0.688,0.859
201570,418.5,1.942,0.672,0.875
201580,418.5,1.640,0.750,0.898
201590,418.5,2.151,0.621,0.820
201600,418.5,2.121,0.633,0.855
201610,418.5,1.888,0.676,0.863
201620,418.5,2.039,0.680,0.848
201630,418.5,1.726,0.719,0.898
201640,418.5,2.060,0.676,0.855
201650,418.5,1.862,0.695,0.871
201660,418.5,2.021,0.656,0.863
201670,418.5,1.992,0.656,0.867
201680,418.5,2.028,0.641,0.852
201690,418.5,1.952,0.668,0.863
201700,418.5,2.285,0.617,0.828
201710,418.5,1.986,0.660,0.867
201720,418.5,1.925,0.688,0.879
201730,418.5,1.950,0.672,0.871
201740,418.5,1.852,0.691,0.879
201750,418.5,2.060,0.676,0.836
201760,418.5,2.058,0.699,0.859
201770,418.5,1.918,0.676,0.855
201780,418.5,1.914,0.695,0.852
201790,418.5,1.947,0.703,0.859
201800,418.5,1.965,0.672,0.852
201810,418.5,1.913,0.684,0.898
201820,418.5,1.918,0.691,0.891
201830,418.5,2.196,0.625,0.816
201840,418.5,2.199,0.621,0.844
201850,418.5,1.929,0.684,0.867
201860,418.5,1.909,0.637,0.871
201870,418.5,1.960,0.648,0.875
201880,418.5,1.995,0.668,0.852
201890,418.5,2.183,0.617,0.840
201900,418.6,1.966,0.688,0.859
201910,418.6,2.022,0.660,0.852
201920,418.6,1.919,0.668,0.898
201930,418.6,2.019,0.637,0.855
201940,418.6,1.899,0.715,0.883
201950,418.6,2.117,0.664,0.828
201960,418.6,2.154,0.652,0.812
201970,418.6,1.927,0.703,0.871
201980,418.6,2.066,0.668,0.863
201990,418.6,2.067,0.617,0.840
202000,418.6,1.871,0.707,0.871
202010,418.6,1.945,0.680,0.859
202020,418.6,1.927,0.660,0.879
202030,418.6,1.918,0.684,0.883
202040,418.6,1.968,0.691,0.848
202050,418.6,2.051,0.680,0.863
202060,418.6,1.899,0.684,0.887
202070,418.6,2.023,0.703,0.848
202080,418.6,2.007,0.688,0.883
202090,418.6,2.045,0.668,0.848
202100,418.6,1.807,0.676,0.895
202110,418.6,1.953,0.688,0.867
202120,418.6,1.886,0.691,0.871
202130,418.6,1.841,0.691,0.855
202140,418.6,1.980,0.703,0.859
202150,418.6,2.136,0.633,0.848
202160,418.6,2.142,0.625,0.863
202170,418.6,2.230,0.637,0.828
202180,418.6,1.892,0.684,0.867
202190,418.6,2.040,0.637,0.859
202200,418.6,1.849,0.688,0.895
202210,418.6,1.962,0.684,0.867
202220,418.6,2.073,0.672,0.844
202230,418.6,1.768,0.707,0.902
202240,418.6,2.060,0.656,0.859
202250,418.6,2.056,0.660,0.828
202260,418.6,1.942,0.676,0.836
202270,418.6,1.971,0.707,0.887
202280,418.6,1.981,0.680,0.848
202290,418.6,1.984,0.664,0.852
202300,418.6,2.217,0.617,0.809
202310,418.6,1.867,0.711,0.859
202320,418.6,2.045,0.648,0.848
202330,418.6,1.980,0.664,0.852
202340,418.6,1.909,0.688,0.867
202350,418.6,2.010,0.676,0.871
202360,418.6,1.861,0.680,0.867
202370,418.6,2.358,0.586,0.828
202380,418.6,1.958,0.672,0.867
202390,418.6,2.106,0.625,0.844
202400,418.6,1.918,0.648,0.883
202410,418.6,1.861,0.711,0.883
202420,418.6,2.071,0.664,0.852
202430,418.6,1.931,0.691,0.863
202440,418.6,1.913,0.680,0.875
202450,418.6,2.052,0.676,0.844
202460,418.6,1.872,0.695,0.898
202470,418.6,2.150,0.645,0.820
202480,418.6,1.903,0.695,0.871
202490,418.6,2.112,0.652,0.844
202500,418.6,2.141,0.625,0.848
202510,418.6,2.067,0.660,0.859
202520,418.6,1.828,0.684,0.891
202530,418.6,1.758,0.719,0.895
202540,418.6,1.959,0.699,0.871
202550,418.6,1.981,0.652,0.883
202560,418.6,1.861,0.711,0.875
202570,418.6,2.056,0.641,0.852
202580,418.6,2.202,0.629,0.836
202590,418.6,1.894,0.703,0.883
202600,418.6,2.115,0.660,0.840
202610,418.6,2.146,0.652,0.824
202620,418.6,2.073,0.629,0.848
202630,418.6,2.119,0.672,0.852
202640,418.6,2.032,0.672,0.844
202650,418.6,1.847,0.727,0.891
202660,418.6,1.985,0.664,0.852
202670,418.6,2.036,0.680,0.867
202680,418.6,2.080,0.676,0.836
202690,418.6,1.767,0.699,0.898
202700,418.6,1.700,0.730,0.891
202710,418.6,2.111,0.664,0.836
202720,418.6,1.985,0.715,0.859
202730,418.6,1.874,0.688,0.875
202740,418.6,2.029,0.688,0.848
202750,418.6,1.973,0.648,0.859
202760,418.6,1.964,0.672,0.859
202770,418.6,2.012,0.691,0.852
202780,418.6,1.947,0.680,0.844
202790,418.6,2.009,0.680,0.855
202800,418.6,1.999,0.664,0.852
202810,418.6,2.007,0.691,0.840
202820,418.6,1.849,0.695,0.895
202830,418.6,2.154,0.652,0.832
202840,418.6,1.876,0.676,0.891
202850,418.6,2.070,0.664,0.859
202860,418.6,1.965,0.688,0.859
202870,418.6,1.873,0.652,0.895
202880,418.6,1.801,0.711,0.883
202890,418.6,2.138,0.684,0.840
202900,418.6,1.839,0.688,0.906
202910,418.6,1.799,0.703,0.902
202920,418.6,1.959,0.668,0.852
202930,418.6,1.947,0.676,0.863
202940,418.6,2.081,0.664,0.836
202950,418.6,1.992,0.680,0.859
202960,418.6,1.769,0.699,0.895
202970,418.6,1.921,0.719,0.840
202980,418.6,1.853,0.699,0.863
202990,418.6,1.976,0.691,0.867
203000,418.6,2.102,0.656,0.848
203010,418.6,1.935,0.688,0.883
203020,418.6,1.968,0.676,0.879
203030,418.6,2.213,0.621,0.824
203040,418.6,2.033,0.645,0.824
203050,418.6,1.700,0.727,0.887
203060,418.6,1.892,0.727,0.867
203070,418.6,1.755,0.719,0.902
203080,418.6,2.020,0.648,0.859
203090,418.6,1.941,0.688,0.879
203100,418.6,1.943,0.660,0.867
203110,418.6,1.987,0.668,0.859
203120,418.6,2.059,0.633,0.863
203130,418.6,2.047,0.695,0.867
203140,418.6,2.057,0.641,0.844
203150,418.6,1.997,0.676,0.875
203160,418.6,1.850,0.723,0.875
203170,418.6,1.889,0.668,0.891
203180,418.6,1.994,0.688,0.863
203190,418.6,1.863,0.660,0.867
203200,418.6,1.796,0.699,0.887
203210,418.6,2.002,0.656,0.875
203220,418.6,1.955,0.672,0.867
203230,418.6,1.992,0.699,0.871
203240,418.6,2.010,0.699,0.844
203250,418.6,1.955,0.707,0.855
203260,418.6,2.069,0.688,0.828
203270,418.6,1.954,0.715,0.848
203280,418.6,2.084,0.637,0.832
203290,418.6,1.758,0.715,0.883
203300,418.6,1.866,0.691,0.867
203310,418.6,2.079,0.668,0.859
203320,418.6,1.998,0.660,0.848
203330,418.6,2.064,0.668,0.844
203340,418.6,1.978,0.660,0.875
203350,418.6,1.849,0.695,0.875
203360,418.6,1.912,0.695,0.871
203370,418.6,2.134,0.637,0.875
203380,418.6,1.970,0.652,0.863
203390,418.6,1.793,0.711,0.887
203400,418.6,1.988,0.688,0.879
203410,418.6,2.183,0.637,0.844
203420,418.6,1.636,0.730,0.902
203430,418.6,2.067,0.656,0.871
203440,418.6,1.875,0.660,0.887
203450,418.6,2.192,0.656,0.812
203460,418.6,2.121,0.641,0.832
203470,418.6,1.921,0.672,0.883
203480,418.6,1.777,0.703,0.875
203490,418.6,1.831,0.711,0.895
203500,418.6,2.041,0.656,0.852
203510,418.6,1.662,0.758,0.918
203520,418.6,2.197,0.633,0.852
203530,418.6,1.994,0.684,0.875
203540,418.6,2.059,0.645,0.824
203550,418.6,2.115,0.625,0.848
203560,418.6,1.876,0.719,0.871
203570,418.6,2.350,0.609,0.816
203580,418.6,2.022,0.641,0.859
203590,418.6,2.000,0.680,0.848
203600,418.6,2.048,0.641,0.863
203610,418.6,2.048,0.660,0.848
203620,418.6,1.907,0.699,0.863
203630,418.6,1.857,0.699,0.883
203640,418.6,1.965,0.684,0.840
203650,418.6,1.826,0.680,0.891
203660,418.6,2.029,0.691,0.824
203670,418.6,2.055,0.648,0.863
203680,418.6,1.965,0.676,0.887
203690,418.6,1.911,0.703,0.859
203700,418.6,1.611,0.738,0.922
203710,418.6,2.251,0.613,0.824
203720,418.6,1.788,0.719,0.895
203730,418.6,2.123,0.648,0.844
203740,418.6,1.829,0.691,0.883
203750,418.6,1.952,0.684,0.855
203760,418.6,1.935,0.703,0.848
203770,418.6,2.068,0.676,0.852
203780,418.6,1.934,0.664,0.867
203790,418.6,1.820,0.727,0.887
203800,418.6,1.825,0.699,0.883
203810,418.6,1.809,0.727,0.883
203820,418.6,1.826,0.711,0.891
203830,418.6,1.843,0.695,0.879
203840,418.6,1.943,0.684,0.875
203850,418.6,1.907,0.672,0.898
203860,418.6,1.998,0.680,0.859
203870,418.6,2.162,0.652,0.824
203880,418.6,2.040,0.664,0.867
203890,418.6,2.059,0.609,0.871
203900,418.6,1.963,0.703,0.883
203910,418.6,1.921,0.676,0.887
203920,418.6,2.130,0.648,0.859
203930,418.6,1.862,0.691,0.867
203940,418.6,1.856,0.684,0.871
203950,418.6,1.956,0.695,0.855
203960,418.6,2.112,0.676,0.840
203970,418.6,2.015,0.668,0.863
203980,418.6,2.172,0.645,0.844
203990,418.6,2.032,0.699,0.844
204000,418.6,2.148,0.637,0.828
204010,418.6,2.126,0.621,0.832
204020,418.6,2.066,0.668,0.844
204030,418.6,2.073,0.656,0.840
204040,418.6,2.098,0.648,0.844
204050,418.6,1.620,0.723,0.914
204060,418.6,2.046,0.652,0.855
204070,418.6,2.001,0.672,0.867
204080,418.6,1.787,0.703,0.879
204090,418.6,1.942,0.656,0.863
204100,418.6,1.882,0.715,0.883
204110,418.6,2.013,0.637,0.844
204120,418.6,1.846,0.703,0.883
204130,418.6,2.010,0.656,0.863
204140,418.6,1.823,0.668,0.895
204150,418.6,1.773,0.688,0.895
204160,418.6,1.975,0.707,0.859
204170,418.6,1.825,0.695,0.875
204180,418.6,1.891,0.648,0.875
204190,418.6,2.000,0.656,0.867
204200,418.6,2.098,0.684,0.816
204210,418.6,1.957,0.688,0.871
204220,418.6,2.069,0.664,0.871
204230,418.6,1.990,0.660,0.883
204240,418.6,1.822,0.707,0.867
204250,418.6,1.926,0.660,0.875
204260,418.6,1.895,0.688,0.863
204270,418.6,1.824,0.695,0.891
204280,418.6,1.974,0.680,0.859
204290,418.6,1.915,0.688,0.871
204300,418.6,1.942,0.688,0.844
204310,418.6,2.002,0.660,0.836
204320,418.6,1.938,0.672,0.859
204330,418.6,1.974,0.660,0.840
204340,418.6,1.902,0.695,0.867
204350,418.6,1.947,0.688,0.875
204360,418.6,1.853,0.723,0.871
204370,418.6,1.701,0.734,0.906
204380,418.6,2.235,0.652,0.824
204390,418.6,1.911,0.699,0.863
204400,418.6,2.046,0.660,0.836
204410,418.6,2.105,0.652,0.848
204420,418.6,1.837,0.680,0.883
204430,418.6,2.022,0.691,0.852
204440,418.6,1.795,0.734,0.883
204450,418.6,2.026,0.664,0.871
204460,418.6,1.817,0.734,0.879
204470,418.6,2.236,0.629,0.836
204480,418.6,1.973,0.629,0.887
204490,418.6,1.960,0.668,0.867
204500,418.6,2.114,0.637,0.832
204510,418.6,2.135,0.668,0.824
204520,418.6,1.907,0.699,0.875
204530,418.6,1.840,0.730,0.879
204540,418.6,2.017,0.684,0.859
204550,418.6,1.912,0.695,0.883
204560,15:40:38.240668:,1,of,10000
204570,418.6,1.756,0.738,0.887
204580,418.6,2.171,0.648,0.805
204590,418.6,2.092,0.656,0.871
204600,418.6,2.040,0.695,0.867
204610,418.6,1.826,0.707,0.867
204620,418.6,1.990,0.699,0.848
204630,418.6,2.124,0.680,0.832
204640,418.6,1.779,0.684,0.887
204650,418.6,2.121,0.641,0.832
204660,418.6,1.826,0.707,0.898
204670,418.6,2.034,0.680,0.867
204680,418.6,2.033,0.668,0.848
204690,418.6,2.146,0.629,0.797
204700,418.6,1.963,0.707,0.848
204710,418.6,2.039,0.637,0.883
204720,418.6,1.859,0.719,0.859
204730,418.6,1.928,0.676,0.883
204740,418.6,2.213,0.629,0.832
204750,418.6,1.861,0.680,0.887
204760,418.6,1.928,0.699,0.883
204770,418.6,1.916,0.691,0.840
204780,418.6,2.059,0.660,0.840
204790,418.6,2.003,0.664,0.863
204800,418.6,1.965,0.656,0.852
204810,418.6,2.070,0.668,0.840
204820,418.6,1.866,0.676,0.887
204830,418.6,1.819,0.727,0.891
204840,418.6,2.021,0.668,0.852
204850,418.6,1.995,0.648,0.879
204860,418.6,1.870,0.688,0.863
204870,418.6,2.027,0.652,0.848
204880,418.6,1.934,0.676,0.871
204890,418.6,2.006,0.645,0.871
204900,418.6,2.000,0.664,0.863
204910,418.6,1.854,0.695,0.891
204920,418.6,2.062,0.684,0.852
204930,418.6,1.871,0.688,0.863
204940,418.6,1.826,0.715,0.887
204950,418.6,1.847,0.715,0.875
204960,418.6,2.193,0.645,0.836
204970,418.6,1.838,0.688,0.883
204980,418.6,2.047,0.652,0.855
204990,418.6,1.826,0.672,0.883
205000,418.6,2.035,0.660,0.820
205010,418.6,2.174,0.641,0.832
205020,418.6,1.961,0.660,0.859
205030,418.6,1.938,0.684,0.879
205040,418.6,1.726,0.711,0.887
205050,418.6,2.006,0.688,0.855
205060,418.6,2.178,0.676,0.836
205070,418.6,1.987,0.648,0.871
205080,418.6,1.985,0.711,0.859
205090,418.6,2.089,0.676,0.832
205100,418.6,1.854,0.703,0.879
205110,418.6,2.066,0.676,0.836
205120,418.6,1.875,0.695,0.871
205130,418.6,1.820,0.691,0.887
205140,418.6,1.936,0.684,0.855
205150,418.6,1.807,0.668,0.891
205160,418.6,2.004,0.688,0.852
205170,418.6,2.006,0.680,0.859
205180,418.6,2.121,0.617,0.855
205190,418.6,1.916,0.684,0.879
205200,418.6,2.124,0.605,0.883
205210,418.6,1.636,0.750,0.883
205220,418.6,2.246,0.641,0.809
205230,418.6,2.355,0.625,0.816
205240,418.6,1.984,0.703,0.855
205250,418.6,1.982,0.684,0.836
205260,418.6,1.840,0.715,0.879
205270,418.6,1.891,0.707,0.887
205280,418.6,2.067,0.668,0.836
205290,418.6,2.191,0.613,0.820
205300,418.6,2.106,0.648,0.863
205310,418.6,2.056,0.664,0.844
205320,418.6,1.804,0.730,0.887
205330,418.6,2.114,0.660,0.840
205340,418.6,2.069,0.656,0.852
205350,418.6,1.903,0.684,0.871
205360,418.6,2.123,0.668,0.824
205370,418.6,2.023,0.637,0.875
205380,418.6,2.131,0.645,0.840
205390,418.6,1.931,0.676,0.855
205400,418.6,2.011,0.688,0.859
205410,418.6,1.928,0.691,0.887
205420,418.6,2.145,0.617,0.855
205430,418.6,1.931,0.668,0.875
205440,418.6,1.945,0.703,0.855
205450,418.6,1.943,0.656,0.898
205460,418.6,1.852,0.691,0.895
205470,418.6,2.240,0.621,0.809
205480,418.6,1.936,0.664,0.879
205490,418.6,2.100,0.652,0.836
205500,418.6,2.035,0.656,0.852
205510,418.6,1.848,0.668,0.875
205520,418.6,2.134,0.664,0.852
205530,418.6,1.998,0.609,0.859
205540,418.6,2.065,0.633,0.848
205550,418.6,1.814,0.715,0.867
205560,418.6,2.087,0.664,0.852
205570,418.6,1.749,0.754,0.871
205580,418.6,1.968,0.668,0.848
205590,418.6,1.960,0.645,0.848
205600,418.6,2.072,0.664,0.848
205610,418.6,2.068,0.672,0.848
205620,418.6,1.914,0.691,0.875
205630,418.6,2.077,0.629,0.859
205640,418.6,1.942,0.703,0.863
205650,418.6,1.934,0.703,0.879
205660,418.6,1.728,0.684,0.895
205670,418.6,1.980,0.688,0.879
205680,418.6,1.816,0.699,0.867
205690,418.6,2.007,0.664,0.852
205700,418.6,1.827,0.711,0.859
205710,418.6,1.881,0.703,0.867
205720,418.6,2.071,0.664,0.852
205730,418.6,2.029,0.645,0.859
205740,418.6,2.184,0.621,0.840
205750,418.6,1.983,0.688,0.859
205760,418.6,1.791,0.719,0.898
205770,418.6,2.092,0.641,0.859
205780,418.6,2.062,0.672,0.867
205790,418.6,2.000,0.699,0.836
205800,418.6,2.173,0.633,0.816
205810,418.6,1.978,0.652,0.863
205820,418.6,2.019,0.645,0.867
205830,418.6,1.871,0.660,0.871
205840,418.6,2.080,0.688,0.828
205850,418.6,2.099,0.625,0.816
205860,418.6,1.975,0.684,0.852
205870,418.6,2.018,0.676,0.859
205880,418.6,2.218,0.625,0.844
205890,418.6,2.029,0.637,0.855
205900,418.6,2.130,0.641,0.840
205910,418.6,1.881,0.688,0.891
205920,418.6,2.236,0.590,0.824
205930,418.6,1.856,0.703,0.887
205940,418.6,2.180,0.664,0.840
205950,418.6,1.936,0.695,0.859
205960,418.6,1.952,0.676,0.867
205970,418.6,2.219,0.590,0.844
205980,418.6,2.043,0.648,0.859
205990,418.6,2.160,0.625,0.824
206000,418.6,1.959,0.672,0.895
206010,418.6,1.924,0.711,0.867
206020,418.6,1.930,0.656,0.898
206030,418.6,2.075,0.648,0.844
206040,418.6,2.077,0.660,0.852
206050,418.6,1.976,0.668,0.871
206060,418.6,2.129,0.617,0.855
206070,418.6,2.029,0.703,0.840
206080,418.6,1.912,0.668,0.871
206090,418.6,1.932,0.691,0.883
206100,418.6,1.909,0.688,0.883
206110,418.6,1.578,0.754,0.930
206120,418.6,2.089,0.672,0.848
206130,418.6,1.900,0.645,0.867
206140,418.6,2.074,0.652,0.840
206150,418.6,2.013,0.656,0.871
206160,418.6,2.120,0.621,0.875
206170,418.6,2.249,0.613,0.809
206180,418.6,1.942,0.699,0.859
206190,418.6,1.950,0.684,0.879
206200,418.6,2.015,0.691,0.852
206210,418.6,2.090,0.629,0.852
206220,418.6,1.804,0.754,0.871
206230,418.6,2.114,0.660,0.840
206240,418.6,1.978,0.660,0.852
206250,418.6,1.840,0.715,0.891
206260,418.6,2.123,0.672,0.828
206270,418.6,1.861,0.707,0.867
206280,418.6,2.086,0.656,0.852
206290,418.6,2.037,0.652,0.852
206300,418.6,1.859,0.727,0.898
206310,418.6,1.996,0.656,0.867
206320,418.6,2.126,0.711,0.852
206330,418.6,2.223,0.645,0.844
206340,418.6,2.130,0.660,0.840
206350,418.6,1.917,0.691,0.887
206360,418.6,2.159,0.641,0.828
206370,418.6,2.024,0.664,0.848
206380,418.6,2.078,0.664,0.844
206390,418.6,2.010,0.660,0.867
206400,418.6,1.951,0.684,0.879
206410,418.6,2.270,0.609,0.820
206420,418.6,1.970,0.684,0.879
206430,418.6,2.102,0.652,0.824
206440,418.6,1.864,0.699,0.879
206450,418.6,1.922,0.668,0.871
206460,418.6,1.924,0.715,0.883
206470,418.6,1.831,0.711,0.887
206480,418.6,1.916,0.691,0.855
206490,418.6,2.049,0.660,0.871
206500,418.6,2.237,0.633,0.832
206510,418.6,2.151,0.605,0.855
206520,418.6,1.982,0.703,0.852
206530,418.6,1.918,0.684,0.859
206540,418.6,1.821,0.707,0.871
206550,418.6,1.972,0.645,0.871
206560,418.6,2.004,0.684,0.887
206570,418.6,2.024,0.660,0.844
206580,418.6,2.005,0.672,0.848
206590,418.6,1.985,0.672,0.848
206600,418.6,1.850,0.723,0.875
206610,418.6,1.699,0.723,0.914
206620,418.6,2.112,0.641,0.867
206630,418.6,1.821,0.715,0.887
206640,418.6,2.029,0.699,0.840
206650,418.6,2.025,0.652,0.887
206660,418.6,2.086,0.695,0.852
206670,418.6,1.789,0.738,0.875
206680,418.6,2.065,0.691,0.848
206690,418.6,1.845,0.680,0.887
206700,418.6,2.037,0.648,0.852
206710,418.6,1.871,0.648,0.910
206720,418.6,1.952,0.684,0.867
206730,418.6,1.898,0.707,0.863
206740,418.6,1.931,0.688,0.863
206750,418.6,1.771,0.754,0.898
206760,418.6,1.796,0.695,0.867
206770,418.6,1.958,0.680,0.863
206780,418.6,2.041,0.691,0.863
206790,418.6,1.892,0.703,0.875
206800,418.6,1.949,0.660,0.859
206810,418.6,2.079,0.645,0.840
206820,418.6,1.884,0.719,0.859
206830,418.6,2.161,0.641,0.844
206840,418.6,1.855,0.719,0.887
206850,418.6,2.034,0.664,0.828
206860,418.6,1.890,0.684,0.867
206870,418.6,1.920,0.660,0.855
206880,418.6,2.032,0.680,0.871
206890,418.6,1.941,0.668,0.844
206900,418.6,1.958,0.699,0.879
206910,418.6,2.158,0.645,0.852
206920,418.6,2.138,0.668,0.836
206930,418.6,2.026,0.711,0.832
206940,418.6,1.890,0.656,0.883
206950,418.6,1.846,0.699,0.887
206960,418.6,2.031,0.688,0.828
206970,418.6,1.990,0.711,0.867
206980,418.6,2.346,0.586,0.809
206990,418.6,1.839,0.711,0.898
207000,418.6,2.002,0.668,0.863
207010,418.6,2.074,0.652,0.859
207020,418.6,2.040,0.648,0.852
207030,418.6,2.016,0.633,0.840
207040,418.6,2.014,0.633,0.875
207050,418.6,1.821,0.684,0.891
207060,418.6,1.821,0.660,0.895
207070,418.6,1.922,0.684,0.895
207080,418.6,1.896,0.672,0.902
207090,418.6,2.063,0.652,0.855
207100,418.6,2.068,0.660,0.855
207110,418.6,2.176,0.648,0.824
207120,418.6,1.914,0.715,0.883
207130,418.6,1.997,0.656,0.859
207140,418.6,1.896,0.680,0.887
207150,418.6,2.072,0.652,0.852
207160,418.6,2.195,0.609,0.828
207170,418.6,1.805,0.664,0.855
207180,418.6,2.183,0.621,0.836
207190,418.6,2.122,0.621,0.832
207200,418.6,1.881,0.664,0.887
207210,418.6,1.979,0.656,0.852
207220,418.6,1.926,0.695,0.871
207230,418.6,1.797,0.664,0.883
207240,418.6,1.673,0.742,0.918
207250,418.6,2.116,0.676,0.848
207260,418.6,2.070,0.676,0.848
207270,418.6,2.102,0.672,0.852
207280,418.6,1.727,0.750,0.891
207290,418.6,1.892,0.695,0.852
207300,418.6,1.997,0.625,0.863
207310,418.6,1.800,0.703,0.895
207320,418.6,1.962,0.641,0.871
207330,418.6,1.814,0.719,0.871
207340,418.6,1.779,0.703,0.887
207350,418.6,2.064,0.672,0.848
207360,418.6,1.940,0.684,0.852
207370,418.6,1.897,0.652,0.887
207380,418.6,1.881,0.688,0.871
207390,418.6,1.849,0.680,0.902
207400,418.6,1.989,0.695,0.855
207410,418.6,1.959,0.688,0.871
207420,418.6,1.944,0.676,0.875
207430,418.6,1.861,0.703,0.898
207440,418.6,1.758,0.715,0.906
207450,418.6,2.078,0.668,0.840
207460,418.6,1.968,0.660,0.844
207470,418.6,1.953,0.680,0.859
207480,418.6,2.042,0.672,0.855
207490,418.6,1.928,0.711,0.867
207500,418.6,1.926,0.672,0.883
207510,418.6,1.911,0.680,0.863
207520,418.6,1.906,0.676,0.883
207530,418.6,1.913,0.668,0.875
207540,418.6,2.025,0.672,0.852
207550,418.6,1.836,0.688,0.883
207560,418.6,1.891,0.699,0.891
207570,418.6,2.186,0.625,0.824
207580,418.6,2.097,0.695,0.840
207590,418.6,2.159,0.648,0.832
207600,418.6,1.902,0.707,0.879
207610,418.6,1.987,0.664,0.848
207620,418.6,2.033,0.680,0.852
207630,418.6,1.886,0.699,0.875
207640,418.6,1.735,0.738,0.902
207650,418.6,1.973,0.664,0.887
207660,418.6,2.028,0.676,0.871
207670,418.6,1.855,0.664,0.879
207680,418.6,1.941,0.672,0.879
207690,418.6,1.763,0.727,0.902
207700,418.6,2.195,0.617,0.828
207710,418.6,1.783,0.723,0.879
207720,418.6,2.075,0.664,0.848
207730,418.6,1.919,0.645,0.871
207740,418.6,2.090,0.664,0.844
207750,418.6,1.847,0.688,0.883
207760,418.6,1.827,0.719,0.891
207770,418.6,2.036,0.672,0.852
207780,418.6,1.992,0.707,0.840
207790,418.6,1.775,0.711,0.895
207800,418.6,2.183,0.625,0.836
207810,418.6,2.129,0.633,0.848
207820,418.6,1.865,0.684,0.871
207830,418.6,1.816,0.750,0.887
207840,418.6,2.024,0.680,0.828
207850,418.6,2.071,0.648,0.836
207860,418.6,1.996,0.660,0.902
207870,418.6,2.073,0.633,0.855
207880,418.6,2.075,0.656,0.844
207890,418.6,2.094,0.691,0.836
207900,418.6,2.008,0.680,0.852
207910,418.6,1.966,0.707,0.832
207920,418.6,2.233,0.625,0.836
207930,418.7,1.989,0.707,0.855
207940,418.7,2.185,0.648,0.844
207950,418.7,1.913,0.688,0.871
207960,418.7,1.882,0.688,0.871
207970,418.7,2.107,0.641,0.852
207980,418.7,1.837,0.707,0.875
207990,418.7,2.359,0.598,0.801
208000,418.7,2.184,0.660,0.828
208010,418.7,1.876,0.691,0.879
208020,418.7,1.920,0.684,0.844
208030,418.7,2.106,0.664,0.859
208040,418.7,1.908,0.676,0.867
208050,418.7,1.877,0.688,0.879
208060,418.7,2.036,0.668,0.820
208070,418.7,2.013,0.648,0.863
