1 1519746775955 Training with training/test data at:
2 1519746776033   DATA_DIR: /mnt/data/imagenet-tfrecord
3 1519746776049   MODEL_DIR: /job/model-code
4 1519746776055   TRAINING_JOB: 
5 1519746776060   TRAINING_COMMAND: python tf_cnn_benchmarks.py --local_parameter_device=cpu --num_gpus=2 --batch_size=128 --num_batches=250000 --model=vgg16 --data_dir="${DATA_DIR}" --data_name="imagenet" --variable_update=parameter_server --num_intra_threads=4 --num_inter_threads=8 --print_training_accuracy 
6 1519746776067 Storing trained model at:
7 1519746776071   RESULT_DIR: /mnt/results/imagenet-tfrecord-results/training-BV3Bs2ekg
8 1519746776075 Tue Feb 27 15:52:24 UTC 2018: Running Tensorflow job
9 1519746776080 /usr/local/lib/python2.7/dist-packages/h5py/__init__.py:36: FutureWarning: Conversion of the second argument of issubdtype from `float` to `np.floating` is deprecated. In future, it will be treated as `np.float64 == np.dtype(float).type`.
10 1519746776085   from ._conv import register_converters as _register_converters
11 1519746776089 W0227 15:52:40.157386 46987615483008 tf_logging.py:118] From /job/model-code/benchmark_cnn.py:1295: __init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
12 1519746776094 Instructions for updating:
13 1519746776098 Please switch to tf.train.MonitoredTrainingSession
14 1519746776102 2018-02-27 15:52:40.311296: I tensorflow/core/platform/cpu_feature_guard.cc:137] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
15 1519746776107 2018-02-27 15:52:40.802099: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1105] Found device 0 with properties: 
16 1519746776112 name: Tesla V100-PCIE-16GB major: 7 minor: 0 memoryClockRate(GHz): 1.38
17 1519746776117 pciBusID: 0000:81:00.0
18 1519746776122 totalMemory: 15.77GiB freeMemory: 15.36GiB
19 1519746776126 2018-02-27 15:52:41.166045: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1105] Found device 1 with properties: 
20 1519746776130 name: Tesla V100-PCIE-16GB major: 7 minor: 0 memoryClockRate(GHz): 1.38
21 1519746776135 pciBusID: 0000:82:00.0
22 1519746776139 totalMemory: 15.77GiB freeMemory: 15.36GiB
23 1519746776144 2018-02-27 15:52:41.167318: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1120] Device peer to peer matrix
24 1519746776149 2018-02-27 15:52:41.167684: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1126] DMA: 0 1 
25 1519746776153 2018-02-27 15:52:41.167719: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1136] 0:   Y Y 
26 1519746776157 2018-02-27 15:52:41.167726: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1136] 1:   Y Y 
27 1519746776161 2018-02-27 15:52:41.167739: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1195] Creating TensorFlow device (/device:GPU:0) -> (device: 0, name: Tesla V100-PCIE-16GB, pci bus id: 0000:81:00.0, compute capability: 7.0)
28 1519746776166 2018-02-27 15:52:41.167747: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1195] Creating TensorFlow device (/device:GPU:1) -> (device: 1, name: Tesla V100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 7.0)
29 1519746995825 2018-02-27 15:56:05.633515: I tensorflow/core/kernels/shuffle_dataset_op.cc:112] Filling up shuffle buffer (this may take a while): 1 of 10000
30 1519747000904 2018-02-27 15:56:12.002930: I tensorflow/core/kernels/shuffle_dataset_op.cc:112] Filling up shuffle buffer (this may take a while): 7717 of 10000
31 1519747000921 2018-02-27 15:56:13.187075: I tensorflow/core/kernels/shuffle_dataset_op.cc:126] Shuffle buffer filled.
32 1519747029180 I0227 15:56:38.922674 46993615357696 tf_logging.py:110] Starting real work at step 10 at time Tue Feb 27 15:56:38 2018
33 1519747419569 TensorFlow:  1.5
34 1519747419620 Model:       vgg16
35 1519747419635 Dataset:     imagenet
36 1519747419641 Mode:        training
37 1519747419645 SingleSess:  False
38 1519747419649 Batch size:  256 global
39 1519747419654              128 per device
40 1519747419658 Num batches: 250000
41 1519747419663 Num epochs:  49.95
42 1519747419668 Devices:     ['/gpu:0', '/gpu:1']
43 1519747419672 Data format: NCHW
44 1519747419676 Layout optimizer: False
45 1519747419681 Optimizer:   sgd
46 1519747419686 Variables:   parameter_server
47 1519747419691 ==========
48 1519747419696 Generating model
49 1519747419700 Running warm up
50 1519747419704 Done warm up
51 1519747419708 Step	Img/sec	loss	top_1_accuracy	top_5_accuracy
16181 1519863771564 157820	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.905	0.301	0.523
16182 1519863771568 157830	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.807	0.309	0.500
16183 1519863771571 157840	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.565	0.348	0.605
16184 1519863771576 157850	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.830	0.324	0.535
16185 1519863771580 157860	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.803	0.320	0.516
16186 1519863771584 157870	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.740	0.297	0.555
16187 1519863771588 157880	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.728	0.289	0.535
16188 1519863771592 157890	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.777	0.312	0.523
16189 1519863771596 157900	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.938	0.281	0.504
16190 1519863771600 157910	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.727	0.340	0.539
16191 1519863771604 157920	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.030	0.328	0.508
16192 1519863771608 157930	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.460	0.355	0.598
16193 1519863771613 157940	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.907	0.289	0.516
16194 1519863771617 157950	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.688	0.270	0.566
16195 1519863771621 157960	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.838	0.328	0.539
16196 1519863771625 157970	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.919	0.258	0.504
16197 1519863771630 157980	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.999	0.309	0.500
16198 1519863771634 157990	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.734	0.289	0.520
16199 1519863771639 158000	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.045	0.289	0.500
16200 1519863771643 158010	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.926	0.219	0.465
16201 1519863771647 158020	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.037	0.270	0.512
16202 1519863771651 158030	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.666	0.301	0.535
16203 1519863771656 158040	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.834	0.305	0.539
16204 1519863771660 158050	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.703	0.332	0.543
16205 1519863771665 158060	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.633	0.344	0.578
16206 1519863771669 158070	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.687	0.340	0.543
16207 1519863771672 158080	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.784	0.309	0.520
16208 1519863771677 158090	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.771	0.301	0.527
16209 1519864217800 158100	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.968	0.281	0.492
16210 1519864217818 158110	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.929	0.289	0.516
16211 1519864217836 158120	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.627	0.312	0.570
16212 1519864217842 158130	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.916	0.254	0.492
16213 1519864217847 158140	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.859	0.254	0.508
16214 1519864217851 158150	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.121	0.262	0.449
16215 1519864217855 158160	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.683	0.285	0.562
16216 1519864217859 158170	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.919	0.258	0.500
16217 1519864217863 158180	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.096	0.254	0.461
16218 1519864217867 158190	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.715	0.301	0.543
16219 1519864217871 158200	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.893	0.301	0.527
16220 1519864217875 158210	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.896	0.285	0.531
16221 1519864217879 158220	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.002	0.312	0.523
16222 1519864217883 158230	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.683	0.324	0.551
16223 1519864217886 158240	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.929	0.266	0.492
16224 1519864217891 158250	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.614	0.348	0.551
16225 1519864217895 158260	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.740	0.312	0.520
16226 1519864217899 158270	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.553	0.336	0.602
16227 1519864217903 158280	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.588	0.336	0.586
16228 1519864217907 158290	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.666	0.316	0.559
16229 1519864217911 158300	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.816	0.316	0.520
16230 1519864217915 158310	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.743	0.312	0.512
16231 1519864217919 158320	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.168	0.270	0.473
16232 1519864217924 158330	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.866	0.316	0.512
16233 1519864217927 158340	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.030	0.320	0.520
16234 1519864217931 158350	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.888	0.309	0.504
16235 1519864217935 158360	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.720	0.320	0.570
16236 1519864217940 158370	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.163	0.281	0.500
16237 1519864217944 158380	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.829	0.324	0.523
16238 1519864217948 158390	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.751	0.355	0.543
16239 1519864217952 158400	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.843	0.309	0.508
16240 1519864217956 158410	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.589	0.340	0.586
16241 1519864217960 158420	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.865	0.297	0.543
16242 1519864217964 158430	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.076	0.254	0.473
16243 1519864217969 158440	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.096	0.254	0.504
16244 1519864217973 158450	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.775	0.316	0.555
16245 1519864217978 158460	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.696	0.309	0.523
16246 1519864217982 158470	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.696	0.320	0.547
16247 1519864217986 158480	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.886	0.293	0.512
16248 1519864217990 158490	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.764	0.297	0.566
16249 1519864217994 158500	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.168	0.250	0.418
16250 1519864217998 158510	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.732	0.320	0.512
16251 1519864218002 158520	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.807	0.277	0.527
16252 1519864218006 158530	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.713	0.320	0.527
16253 1519864218011 158540	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.826	0.332	0.516
16254 1519864218015 158550	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.924	0.270	0.492
16255 1519864218019 158560	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.936	0.273	0.539
16256 1519864218023 158570	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.672	0.324	0.531
16257 1519864218027 158580	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.973	0.289	0.500
16258 1519864218031 158590	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.916	0.258	0.484
16259 1519864218035 158600	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.791	0.230	0.523
16260 1519864218040 158610	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.741	0.289	0.551
16261 1519864218044 158620	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.183	0.293	0.473
16262 1519864218048 158630	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.000	0.258	0.469
16263 1519864218052 158640	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.874	0.316	0.473
16264 1519864218056 158650	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.553	0.355	0.566
16265 1519864218060 158660	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.777	0.297	0.512
16266 1519864218064 158670	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.818	0.281	0.500
16267 1519864218068 158680	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.888	0.320	0.527
16268 1519864218072 158690	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.825	0.289	0.523
16269 1519864218076 158700	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.790	0.324	0.562
16270 1519864218080 158710	im16271 1519864667974 ages/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.177	0.246	0.449
16272 1519864668018 158720	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.887	0.297	0.508
16273 1519864668034 158730	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.947	0.352	0.543
16274 1519864668039 158740	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.516	0.328	0.574
16275 1519864668046 158750	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.722	0.328	0.527
16276 1519864668050 158760	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.919	0.285	0.496
16277 1519864668056 158770	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.854	0.309	0.535
16278 1519864668060 158780	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.641	0.312	0.551
16279 1519864668065 158790	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.950	0.301	0.484
16280 1519864668069 158800	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.982	0.301	0.562
16281 1519864668073 158810	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.695	0.336	0.547
16282 1519864668078 158820	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.881	0.332	0.535
16283 1519864668082 158830	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.820	0.293	0.527
16284 1519864668086 158840	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.027	0.289	0.480
16285 1519864668091 158850	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.960	0.320	0.516
16286 1519864668096 158860	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.952	0.277	0.500
16287 1519864668100 158870	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.018	0.258	0.500
16288 1519864668104 158880	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.709	0.277	0.539
16289 1519864668110 158890	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.768	0.328	0.527
16290 1519864668114 158900	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.944	0.281	0.512
16291 1519864668119 158910	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.985	0.242	0.477
16292 1519864668123 158920	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.982	0.305	0.523
16293 1519864668128 158930	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.077	0.297	0.477
16294 1519864668132 158940	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.605	0.332	0.539
16295 1519864668136 158950	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.929	0.273	0.477
16296 1519864668140 158960	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.589	0.359	0.586
16297 1519864668144 158970	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.119	0.285	0.465
16298 1519864668148 158980	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.117	0.297	0.488
16299 1519864668153 158990	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.176	0.273	0.465
16300 1519864668157 159000	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.661	0.320	0.570
16301 1519864668163 159010	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.653	0.324	0.559
16302 1519864668168 159020	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.830	0.312	0.516
16303 1519864668172 159030	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.880	0.301	0.488
16304 1519864668176 159040	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.614	0.312	0.570
16305 1519864668181 159050	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.763	0.305	0.516
16306 1519864668185 159060	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.756	0.301	0.508
16307 1519864668189 159070	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.680	0.352	0.539
16308 1519864668193 159080	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.835	0.301	0.492
16309 1519864668198 159090	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.713	0.312	0.527
16310 1519864668202 159100	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.728	0.340	0.547
16311 1519864668212 159110	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.833	0.305	0.523
16312 1519864668216 159120	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.729	0.359	0.516
16313 1519864668220 159130	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.636	0.309	0.547
16314 1519864668225 159140	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.806	0.273	0.500
16315 1519864668229 159150	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.686	0.289	0.562
16316 1519864668233 159160	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.437	0.418	0.602
16317 1519864668238 159170	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.866	0.273	0.527
16318 1519864668243 159180	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.794	0.324	0.547
16319 1519864668247 159190	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.719	0.324	0.562
16320 1519864668251 159200	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.800	0.297	0.520
16321 1519864668255 159210	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.928	0.297	0.523
16322 1519864668259 159220	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.704	0.289	0.531
16323 1519864668264 159230	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.089	0.238	0.488
16324 1519864668268 159240	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.896	0.293	0.508
16325 1519864668272 159250	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.841	0.262	0.512
16326 1519864668276 159260	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.801	0.262	0.527
16327 1519864668280 159270	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.879	0.277	0.465
16328 1519864668284 159280	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.886	0.309	0.527
16329 1519864668288 159290	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.908	0.305	0.492
16330 1519864668292 159300	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.761	0.293	0.535
16331 1519864668296 159310	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.732	0.340	0.555
16332 1519864668300 159320	images/sec:16333 1519865060555 2018-03-01 00:43:49.769149: I tensorflow/core/kernels/shuffle_dataset_op.cc:112] Filling up shuffle buffer (this may take a while): 1 of 10000
16334 1519865060614 2018-03-01 00:43:49.769220: I tensorflow/core/kernels/shuffle_dataset_op.cc:112] Filling up shuffle buffer (this may take a while): 2 of 10000
16335 1519865060630 2018-03-01 00:43:56.691942: I tensorflow/core/kernels/shuffle_dataset_op.cc:112] Filling up shuffle buffer (this may take a while): 5383 of 10000
16336 1519865060636 2018-03-01 00:44:01.056660: I tensorflow/core/kernels/shuffle_dataset_op.cc:126] Shuffle buffer filled.
16337 1519865144741  347.1 +/- 0.1 (jitter = 21.1)	4.007	0.266	0.500
16338 1519865144759 159330	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.793	0.324	0.520
16339 1519865144823 159340	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.694	0.270	0.523
16340 1519865144827 159350	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.633	0.344	0.574
16341 1519865144831 159360	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.672	0.320	0.555
16342 1519865144841 159370	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.895	0.289	0.543
16343 1519865144845 159380	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.823	0.273	0.504
16344 1519865144849 159390	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.780	0.305	0.512
16345 1519865144853 159400	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.873	0.281	0.531
16346 1519865144857 159410	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.756	0.352	0.551
16347 1519865144861 159420	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.816	0.293	0.504
16348 1519865144865 159430	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.621	0.332	0.574
16349 1519865144869 159440	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.832	0.301	0.516
16350 1519865144872 159450	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.826	0.297	0.539
16351 1519865144876 159460	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.780	0.328	0.562
16352 1519865144880 159470	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.907	0.289	0.520
16353 1519865144883 159480	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.886	0.293	0.516
16354 1519865144887 159490	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.806	0.305	0.484
16355 1519865144891 159500	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.511	0.336	0.543
16356 1519865144895 159510	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.417	0.383	0.613
16357 1519865144899 159520	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.844	0.270	0.488
16358 1519865144903 159530	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.651	0.320	0.555
16359 1519865144906 159540	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.568	0.340	0.539
16360 1519865144910 159550	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.550	0.328	0.574
16361 1519865144914 159560	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.672	0.312	0.555
16362 1519865144918 159570	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.043	0.281	0.477
16363 1519865144924 159580	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.815	0.301	0.543
16364 1519865144928 159590	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.980	0.262	0.492
16365 1519865144932 159600	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.967	0.273	0.520
16366 1519865144936 159610	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.705	0.297	0.539
16367 1519865144940 159620	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.596	0.309	0.582
16368 1519865144944 159630	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.859	0.312	0.516
16369 1519865144947 159640	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.044	0.262	0.457
16370 1519865144951 159650	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.879	0.297	0.492
16371 1519865144955 159660	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.964	0.285	0.504
16372 1519865144960 159670	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.822	0.281	0.516
16373 1519865144964 159680	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.928	0.281	0.504
16374 1519865144968 159690	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.722	0.312	0.555
16375 1519865144973 159700	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.915	0.293	0.508
16376 1519865144977 159710	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.738	0.285	0.543
16377 1519865144981 159720	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.481	0.312	0.586
16378 1519865144985 159730	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.734	0.332	0.512
16379 1519865144989 159740	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.591	0.348	0.586
16380 1519865144993 159750	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	4.087	0.262	0.496
16381 1519865144997 159760	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.662	0.316	0.543
16382 1519865145001 159770	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.922	0.305	0.520
16383 1519865145006 159780	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.768	0.289	0.539
16384 1519865145010 159790	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.995	0.262	0.504
16385 1519865145013 159800	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.808	0.266	0.523
16386 1519865145017 159810	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.798	0.348	0.547
16387 1519865145023 159820	images/sec: 347.1 +/- 0.1 (jitter = 21.1)	3.877	0.316	0.516
16388 1519865145027 159830	images/sec: 347.0 +/- 0.1 (jitter = 21.1)	3.799	0.309	0.531
16389 1519865145030 159840	images/sec: 347.0 +/- 0.1 (jitter = 21.1)	3.899	0.309	0.508
16390 1519865145034 159850	images/sec: 347.0 +/- 0.1 (jitter = 21.1)	3.680	0.316	0.527
16391 1519865145038 159860	images/sec: 347.0 +/- 0.1 (jitter = 21.1)	3.885	0.293	0.516
16392 1519865145042 159870	images/sec: 347.0 +/- 0.1 (jitter = 21.1)	3.916	0.332	0.516
16393 1519865145046 159880	images/sec: 347.0 +/- 0.1 (jitter = 21.1)	3.731	0.320	0.496
16394 1519865145050 159890	images/sec: 347.0 +/- 0.1 (jitter = 21.1)	3.909	0.281	0.527
16395 1519865145054 159900	images/sec: 347.0 +/- 0.1 (jitter = 21.1)	3.688	0.309	0.539
16396 1519865145058 159910	images/sec: 347.0 +/- 0.1 (jitter = 21.1)	3.600	0.359	0.562
16397 1519865145062 159920	images/sec: 347.0 +/- 0.1 (jitter = 21.1)	3.857	0.348	0.527
16398 1519865145066 159930	images/sec: 347.0 +/16399 1519865595841 - 0.1 (jitter = 21.1)	3.640	0.344	0.559
16400 1519865595914 159940	images/sec: 347.0 +/- 0.1 (jitter = 21.1)	3.840	0.281	0.539
16401 1519865595930 159950	images/sec: 347.0 +/- 0.1 (jitter = 21.1)	3.539	0.336	0.578
16402 1519865595935 159960	images/sec: 347.0 +/- 0.1 (jitter = 21.1)	3.774	0.309	0.555
