WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/convnet_builder.py:372: calling reduce_mean (from tensorflow.python.ops.math_ops) with keep_dims is deprecated and will be removed in a future version.
Instructions for updating:
keep_dims is deprecated, use keepdims instead
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/benchmark_cnn.py:1120: Supervisor.__init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
Instructions for updating:
Please switch to tf.train.MonitoredTrainingSession
2018-06-29 13:50:30.957884: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2018-06-29 13:50:31.141978: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1392] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:82:00.0
totalMemory: 15.89GiB freeMemory: 15.60GiB
2018-06-29 13:50:31.142031: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1471] Adding visible gpu devices: 0
2018-06-29 13:50:31.528917: I tensorflow/core/common_runtime/gpu/gpu_device.cc:952] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-06-29 13:50:31.528987: I tensorflow/core/common_runtime/gpu/gpu_device.cc:958]      0 
2018-06-29 13:50:31.529003: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   N 
2018-06-29 13:50:31.529484: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1084] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 15119 MB memory) -> physical GPU (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 6.0)
TensorFlow:  1.10
Model:       resnet50
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64.0 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss
760	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.575
770	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.495
780	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.717
790	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.615
800	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.586
810	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.590
820	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.551
830	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.647
840	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.643
850	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.576
860	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.568
870	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.602
880	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.467
890	images/sec: 226.3 +/- 0.0 (jitter = 0.6)	7.515
900	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.601
910	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.608
920	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.558
930	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.557
940	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.544
950	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.603
960	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.581
970	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.411
980	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.569
990	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.596
1000	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.522
1010	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.518
1020	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.541
1030	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.563
1040	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.538
1050	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.538
1060	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.416
1070	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.538
1080	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.569
1090	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.519
1100	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.582
1110	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.445
1120	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.491
1130	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.626
1140	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.405
1150	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.455
1160	images/sec: 226.4 +/- 0.0 (jitter = 0.6)	7.383
1170	images/sec: 226.4 +/- 0.0 (jitter = 0.5)	7.349
1180	images/sec: 226.4 +/- 0.0 (jitter = 0.5)	7.484
1190	images/sec: 226.4 +/- 0.0 (jitter = 0.5)	7.439
1200	images/sec: 226.4 +/- 0.0 (jitter = 0.5)	7.505
1210	images/sec: 226.4 +/- 0.0 (jitter = 0.5)	7.493
1220	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.329
1230	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.422
1240	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.482
1250	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.581
1260	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.466
1270	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.487
1280	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.286
1290	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.488
1300	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.536
1310	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.372
1320	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.467
1330	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.428
1340	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.347
1350	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.451
1360	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.304
1370	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.340
1380	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.408
1390	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.316
1400	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.466
1410	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.457
1420	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.449
1430	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.378
1440	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.311
1450	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.500
1460	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.390
1470	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.339
1480	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.355
1490	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.453
1500	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.242
1510	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.247
1520	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.299
1530	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.309
1540	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.361
1550	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.380
1560	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.258
1570	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.366
1580	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.263
1590	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.227
1600	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.309
1610	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.484
1620	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.481
1630	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.258
1640	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.355
1650	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.645
1660	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.195
1670	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.234
1680	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.490
1690	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.199
1700	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.241
1710	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.231
1720	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.252
1730	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.232
1740	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.033
1750	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.187
1760	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.430
1770	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.376
1780	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.259
1790	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.201
1800	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.187
1810	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.266
1820	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.426
1830	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.258
1840	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.189
1850	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.277
1860	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.230
1870	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.196
1880	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.379
1890	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.102
1900	images/sec: 226.5 +/- 0.0 (jitter = 0.5)	7.139
1910	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.227
1920	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.181
1930	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.251
1940	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.140
1950	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.058
1960	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.175
1970	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.327
1980	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.227
1990	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.180
2000	images/sec: 226.6 +/- 0.0 (jitter = 0.5)	7.278
----------------------------------------------------------------
total images/sec: 226.50
----------------------------------------------------------------
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/convnet_builder.py:372: calling reduce_mean (from tensorflow.python.ops.math_ops) with keep_dims is deprecated and will be removed in a future version.
Instructions for updating:
keep_dims is deprecated, use keepdims instead
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/benchmark_cnn.py:1120: Supervisor.__init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
Instructions for updating:
Please switch to tf.train.MonitoredTrainingSession
2018-06-29 17:42:49.491489: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: AVX2 FMA
2018-06-29 17:42:49.665780: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1392] Found device 0 with properties: 
name: Tesla P100-PCIE-16GB major: 6 minor: 0 memoryClockRate(GHz): 1.3285
pciBusID: 0000:82:00.0
totalMemory: 15.89GiB freeMemory: 15.60GiB
2018-06-29 17:42:49.665834: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1471] Adding visible gpu devices: 0
2018-06-29 17:42:50.064149: I tensorflow/core/common_runtime/gpu/gpu_device.cc:952] Device interconnect StreamExecutor with strength 1 edge matrix:
2018-06-29 17:42:50.064228: I tensorflow/core/common_runtime/gpu/gpu_device.cc:958]      0 
2018-06-29 17:42:50.064244: I tensorflow/core/common_runtime/gpu/gpu_device.cc:971] 0:   N 
2018-06-29 17:42:50.064753: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1084] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 15119 MB memory) -> physical GPU (device: 0, name: Tesla P100-PCIE-16GB, pci bus id: 0000:82:00.0, compute capability: 6.0)
TensorFlow:  1.10
Model:       resnet50
Dataset:     imagenet
Mode:        training
SingleSess:  False
Batch size:  128 global
             64.0 per device
Devices:     ['/gpu:0', '/gpu:1']
Data format: NCHW
Layout optimizer: False
Optimizer:   sgd
Variables:   parameter_server
==========
Generating model
Running warm up
Done warm up
Step	Img/sec	loss
1	images/sec: 228.8 +/- 0.0 (jitter = 0.0)	8.255
10	images/sec: 228.3 +/- 0.3 (jitter = 0.4)	8.520
20	images/sec: 227.1 +/- 0.4 (jitter = 1.5)	8.675
30	images/sec: 227.1 +/- 0.3 (jitter = 1.6)	8.171
40	images/sec: 227.3 +/- 0.2 (jitter = 1.2)	8.286
50	images/sec: 227.2 +/- 0.2 (jitter = 1.3)	8.198
60	images/sec: 227.3 +/- 0.2 (jitter = 1.2)	8.156
70	images/sec: 227.3 +/- 0.1 (jitter = 1.1)	7.930
80	images/sec: 227.3 +/- 0.1 (jitter = 1.1)	7.965
90	images/sec: 227.4 +/- 0.1 (jitter = 1.1)	8.008
100	images/sec: 227.4 +/- 0.1 (jitter = 1.0)	8.082
110	images/sec: 227.4 +/- 0.1 (jitter = 1.0)	7.868
120	images/sec: 227.3 +/- 0.1 (jitter = 1.0)	7.876
130	images/sec: 227.3 +/- 0.1 (jitter = 1.0)	7.860
140	images/sec: 227.3 +/- 0.1 (jitter = 1.0)	7.808
150	images/sec: 227.3 +/- 0.1 (jitter = 1.0)	7.833
160	images/sec: 227.3 +/- 0.1 (jitter = 1.0)	7.855
170	images/sec: 227.4 +/- 0.1 (jitter = 1.0)	7.839
180	images/sec: 227.4 +/- 0.1 (jitter = 1.0)	7.804
190	images/sec: 227.4 +/- 0.1 (jitter = 1.0)	7.866
200	images/sec: 227.4 +/- 0.1 (jitter = 1.0)	7.791
210	images/sec: 227.4 +/- 0.1 (jitter = 0.9)	7.856
220	images/sec: 227.5 +/- 0.1 (jitter = 0.9)	7.900
230	images/sec: 227.5 +/- 0.1 (jitter = 0.8)	7.873
240	images/sec: 227.5 +/- 0.1 (jitter = 0.8)	7.793
250	images/sec: 227.6 +/- 0.1 (jitter = 0.8)	7.771
260	images/sec: 227.6 +/- 0.1 (jitter = 0.8)	7.785
270	images/sec: 227.6 +/- 0.1 (jitter = 0.7)	7.908
280	images/sec: 227.6 +/- 0.1 (jitter = 0.7)	7.769
290	images/sec: 227.6 +/- 0.1 (jitter = 0.7)	7.809
300	images/sec: 227.7 +/- 0.1 (jitter = 0.7)	7.728
310	images/sec: 227.7 +/- 0.1 (jitter = 0.7)	7.798
320	images/sec: 227.7 +/- 0.1 (jitter = 0.7)	7.791
330	images/sec: 227.7 +/- 0.1 (jitter = 0.6)	7.712
340	images/sec: 227.7 +/- 0.1 (jitter = 0.6)	7.769
350	images/sec: 227.7 +/- 0.1 (jitter = 0.6)	7.770
360	images/sec: 227.7 +/- 0.1 (jitter = 0.6)	7.759
370	images/sec: 227.7 +/- 0.1 (jitter = 0.6)	7.761
380	images/sec: 227.8 +/- 0.1 (jitter = 0.6)	7.729
390	images/sec: 227.8 +/- 0.0 (jitter = 0.6)	7.750
400	images/sec: 227.8 +/- 0.0 (jitter = 0.6)	7.783
410	images/sec: 227.8 +/- 0.0 (jitter = 0.6)	7.747
420	images/sec: 227.8 +/- 0.0 (jitter = 0.6)	7.696
430	images/sec: 227.8 +/- 0.0 (jitter = 0.6)	7.727
440	images/sec: 227.8 +/- 0.0 (jitter = 0.6)	7.713
450	images/sec: 227.8 +/- 0.0 (jitter = 0.5)	7.790
460	images/sec: 227.8 +/- 0.0 (jitter = 0.5)	7.680
470	images/sec: 227.8 +/- 0.0 (jitter = 0.5)	7.718
480	images/sec: 227.8 +/- 0.0 (jitter = 0.5)	7.745
490	images/sec: 227.8 +/- 0.0 (jitter = 0.5)	7.797
500	images/sec: 227.8 +/- 0.0 (jitter = 0.5)	7.870
510	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.710
520	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.707
530	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.782
540	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.673
550	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.717
560	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.651
570	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.689
580	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.703
590	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.711
600	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.689
610	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.657
620	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.672
630	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.678
640	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.770
650	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.586
660	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.689
670	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.762
680	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.609
690	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.705
700	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.694
710	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.572
720	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.722
730	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.695
740	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.678
750	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.701
760	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.524
770	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.588
780	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.719
790	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.657
800	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.651
810	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.673
820	images/sec: 227.9 +/- 0.0 (jitter = 0.5)	7.556
830	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.586
840	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.591
850	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.493
860	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.507
870	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.670
880	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.452
890	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.551
900	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.597
910	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.607
920	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.507
930	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.629
940	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.447
950	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.655
960	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.638
970	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.543
980	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.594
990	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.507
1000	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.571
1010	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.497
1020	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.519
1030	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.613
1040	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.502
1050	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.439
1060	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.437
1070	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.531
1080	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.592
1090	images/sec: 228.0 +/- 0.0 (jitter = 0.5)	7.614
1100	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.551
1110	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.417
1120	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.403
1130	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.627
1140	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.511
1150	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.514
1160	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.384
1170	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.298
1180	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.432
1190	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.451
1200	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.460
1210	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.496
1220	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.396
1230	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.437
1240	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.580
1250	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.509
1260	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.521
1270	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.473
1280	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.378
1290	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.337
1300	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.611
1310	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.563
1320	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.391
1330	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.450
1340	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.388
1350	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.362
1360	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.394
1370	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.344
1380	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.441
1390	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.319
1400	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.521
1410	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.335
1420	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.440
1430	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.502
1440	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.252
1450	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.403
1460	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.349
1470	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.343
1480	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.373
1490	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.415
1500	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.198
1510	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.329
1520	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.334
1530	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.326
1540	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.421
1550	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.439
1560	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.365
1570	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.360
1580	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.332
1590	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.221
1600	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.479
1610	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.334
1620	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.353
1630	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.243
1640	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.364
1650	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.429
1660	images/sec: 228.0 +/- 0.0 (jitter = 0.4)	7.300
1670	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.252
1680	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.485
1690	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.265
1700	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.277
1710	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.306
1720	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.314
1730	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.276
1740	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.156
1750	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.145
1760	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.501
1770	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.431
1780	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.345
1790	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.218
1800	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.180
1810	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.236
1820	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.354
1830	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.230
1840	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.345
1850	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.235
1860	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.293
1870	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.290
1880	images/sec: 227.3 +/- 0.1 (jitter = 0.4)	7.365
1890	images/sec: 227.4 +/- 0.1 (jitter = 0.4)	7.110
1900	images/sec: 227.4 +/- 0.1 (jitter = 0.4)	7.251
1910	images/sec: 227.4 +/- 0.1 (jitter = 0.4)	7.200
1920	images/sec: 227.4 +/- 0.1 (jitter = 0.4)	7.190
1930	images/sec: 227.4 +/- 0.1 (jitter = 0.4)	7.207
1940	images/sec: 227.4 +/- 0.1 (jitter = 0.4)	7.137
1950	images/sec: 227.4 +/- 0.1 (jitter = 0.4)	7.088
1960	images/sec: 227.4 +/- 0.1 (jitter = 0.4)	7.196
1970	images/sec: 227.4 +/- 0.1 (jitter = 0.4)	7.267
1980	images/sec: 227.4 +/- 0.1 (jitter = 0.4)	7.366
1990	images/sec: 227.4 +/- 0.1 (jitter = 0.4)	7.202
2000	images/sec: 227.4 +/- 0.1 (jitter = 0.4)	7.144
----------------------------------------------------------------
total images/sec: 227.29
----------------------------------------------------------------
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/convnet_builder.py:372: calling reduce_mean (from tensorflow.python.ops.math_ops) with keep_dims is deprecated and will be removed in a future version.
Instructions for updating:
keep_dims is deprecated, use keepdims instead
WARNING:tensorflow:From /root/data/benchmarks/scripts/tf_cnn_benchmarks/benchmark_cnn.py:1120: Supervisor.__init__ (from tensorflow.python.training.supervisor) is deprecated and will be removed in a future version.
Instructions for updating:
Please switch to tf.train.MonitoredTrainingSession
